Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
,GSC 613,"Concentrate, Inhalable",2017-06-14,,536,,,,,,0.0,0.0,0.008,0.0,0.0,0.007,0.0,0.312,0.0,0.0,0.354,0.612,0.143,0.0,1.534,0.172,,0.106,0.329,0.0,0.0,,54.68,0.0,10.11,0.32,0.67,0.07,0.2,0.0,0.0,0.58,1.13,1.12,
,GDP 613,"Concentrate, Inhalable",2017-06-14,,536,,,,,,0.0,0.0,0.01,0.0,0.117,0.0,0.0,1.051,0.0,0.0,0.374,0.525,0.425,0.0,1.283,0.128,,0.099,0.107,0.0,0.0,,54.97,0.0,7.0,0.5,0.67,0.0,0.24,0.0,0.0,0.7,1.96,1.57,
,Sunset Sherbert 613,"Concentrate, Inhalable",2017-06-14,,536,,,,,,0.0,0.032,0.021,0.0,0.013,0.017,0.0,0.497,0.0,0.022,0.617,0.674,0.331,0.0,1.55,0.133,,0.272,0.925,0.0,0.0,,54.27,0.0,6.93,0.44,0.65,0.06,0.22,0.0,0.0,0.59,1.89,1.6,
,Super Silver Haze 613,"Concentrate, Inhalable",2017-06-14,,536,,,,,,0.017,0.073,0.0,0.027,0.08,0.0,0.0,0.371,0.0,0.103,0.396,0.419,0.231,0.0,0.793,0.666,,0.263,0.356,0.021,0.0,,53.86,0.0,11.66,0.0,0.67,0.12,0.17,0.0,0.0,0.0,0.48,0.75,
,Great White Shark 613,"Concentrate, Inhalable",2017-06-14,,536,,,,,,0.0,0.005,0.016,0.148,0.0,0.0,0.0,0.083,0.005,0.02,0.679,0.527,0.503,0.0,1.165,1.089,,0.164,0.325,0.006,0.0,,55.43,0.0,7.01,0.47,0.7,0.09,0.19,0.0,0.0,0.73,1.98,1.69,
,Purple Cadillac 613,"Concentrate, Inhalable",2017-06-14,,536,,,,,,0.0,0.005,0.018,0.0,0.0,0.0,0.0,0.188,0.0,0.008,0.37,0.473,0.438,0.0,1.228,0.883,,0.12,0.151,0.0,0.0,,55.15,0.0,6.99,0.5,0.7,0.06,0.19,0.0,0.0,0.68,1.97,1.67,
,Gorilla Glue #4,"Hybrid, Flower, Inhalable",2017-06-14,,612,,,,,,0.0,0.004,0.005,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.026,0.097,0.019,0.0,0.26,0.133,,0.034,0.164,0.0,0.0,,0.29,0.0,19.84,0.0,0.0,0.09,0.0,0.0,0.0,0.3,0.11,0.02,
,Snowland,"Sativa, Flower, Inhalable",2017-06-15,,587,,,,,,0.035,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.113,0.733,0.0,0.0,0.055,0.026,0.067,0.186,,0.097,0.176,0.0,0.0,,1.52,0.0,22.61,,0.0,0.05,0.0,0.0,0.0,2.13,0.14,0.04,
,Dying Breed/3rd Gen/Terphogz-Peach Ringz,"Concentrate, Inhalable",2017-06-15,,582,,,,,,0.0,0.033,0.105,0.0,0.0,0.329,0.0,0.43,0.0,0.009,0.242,0.453,0.118,0.0,1.671,0.246,,0.212,1.448,0.0,0.0,,1.17,0.0,75.1,0.0,0.0,0.23,0.0,0.0,0.0,2.89,0.15,0.0,
,THC Bomb,"Hybrid, Flower, Inhalable",2017-06-15,,613,,,,,,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.017,0.0,0.563,0.113,,0.025,0.142,0.0,0.0,,1.58,0.0,19.5,,0.0,0.07,0.0,0.0,0.02,2.2,0.2,0.02,
,Do-si-Do,"Hybrid, Flower, Inhalable",2017-06-15,,613,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.116,0.033,0.0,0.434,0.035,,0.06,0.282,0.0,0.0,,0.61,0.0,23.41,0.0,0.0,0.06,0.0,0.0,0.03,1.6,0.05,0.0,
,Zeki Glue P.R.,"Sativa, Flower, Inhalable",2017-06-15,,613,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.116,0.015,0.0,0.416,0.06,,0.0,0.131,0.0,0.0,,0.98,0.0,16.62,0.0,0.0,0.04,0.0,0.0,0.02,0.43,0.03,,
,Gorilla Glue #4,"Hybrid, Flower, Inhalable",2017-06-15,,613,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.127,0.024,0.0,0.432,0.139,,0.049,0.316,0.0,0.0,,1.94,0.0,22.56,0.0,0.0,0.07,0.0,0.0,0.0,0.47,0.08,0.01,
,Super Glue,"Sativa, Flower, Inhalable",2017-06-15,,613,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.898,0.0,,0.0,0.144,0.0,0.0,,0.99,0.0,16.15,0.0,0.0,0.05,0.0,0.0,0.02,0.2,0.0,0.01,
,Clinton OG,"Indica, Flower, Inhalable",2017-06-15,,613,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.144,0.0,0.0,0.513,0.537,,0.039,0.154,0.0,0.0,,6.36,0.0,20.17,0.04,0.0,0.06,0.0,0.0,0.0,1.22,0.18,0.04,
,Diablo OG,"Indica, Flower, Inhalable",2017-06-15,,613,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.135,0.053,0.0,0.459,0.38,,0.056,0.221,0.0,0.0,,4.24,0.0,17.59,0.02,0.03,0.05,0.0,0.0,0.03,0.33,0.09,0.01,
,Lemon Diesel,"Indica, Flower, Inhalable",2017-06-15,,613,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.068,0.539,0.0,0.188,0.751,,0.222,0.078,0.0,0.0,,2.77,0.0,19.4,,0.02,0.07,0.0,0.0,0.03,0.37,0.05,0.02,
,Grape Crush Rosin,"Rosin, Concentrate, Inhalable",2017-06-16,,211,,,,,,0.0,0.0,0.054,0.01,0.0,0.0,0.0,0.29,0.0,0.0,0.147,0.152,0.0,0.0,0.479,0.056,,0.0,0.036,0.0,0.0,,60.14,0.0,13.9,0.19,0.94,0.29,0.17,0.0,0.0,0.18,0.65,0.69,
,Purps Rosin,"Rosin, Concentrate, Inhalable",2017-06-16,,211,,,,,,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.285,0.144,0.092,0.0,0.469,0.056,,0.026,0.0,0.0,0.0,,17.95,0.0,56.15,0.1,0.4,0.15,0.03,0.0,0.0,0.5,0.56,0.29,
,Mr. Nice,"Flower, Inhalable",2017-06-16,,211,,,,,,0.0,0.008,0.013,0.005,0.0,0.0,0.0,0.081,0.034,0.006,0.089,0.093,0.056,0.0,0.353,0.235,,0.059,0.328,0.0,0.0,,0.73,0.0,17.81,0.0,0.0,0.07,0.0,0.0,0.0,0.12,0.07,0.03,
,XJ13,"Flower, Inhalable",2017-06-16,,211,,,,,,0.035,0.0,0.009,0.005,0.005,0.0,0.0,0.015,0.101,0.768,0.01,0.097,0.063,0.024,0.27,0.115,,0.103,0.108,0.015,0.0,,0.41,0.0,23.54,0.0,0.0,0.06,0.0,0.0,0.0,0.37,0.19,0.0,
,Cannatonic,"Flower, Inhalable",2017-06-16,,211,,,,,,0.0,0.005,0.013,0.003,0.003,0.051,0.0,0.008,0.0,0.004,0.067,0.077,0.179,0.0,0.195,0.686,,0.064,0.085,0.0,0.0,,2.35,0.0,2.7,0.0,0.02,8.81,2.11,0.0,0.04,0.1,0.15,0.18,
,Blue Dream,"Flower, Inhalable",2017-06-16,,211,,,,,,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.028,0.044,0.157,0.0,0.163,0.484,,0.091,0.071,0.0,0.0,,0.25,0.0,20.47,0.0,0.0,0.05,0.0,0.0,0.0,0.18,0.11,0.0,
,Headband,"Flower, Inhalable",2017-06-16,,614,,,,,,0.0,0.006,0.007,0.0,0.006,0.0,0.0,0.004,0.0,0.002,0.144,0.185,0.021,0.0,0.481,0.131,,0.042,0.143,0.0,0.0,,0.43,0.0,20.07,0.0,0.0,0.05,0.0,0.0,0.0,0.31,0.07,0.0,
,Jack Haze,"Sativa, Flower, Inhalable",2017-06-16,,598,,,,,,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.066,0.685,0.0,0.076,0.035,0.022,0.227,0.069,,0.057,0.068,0.01,0.0,,1.38,0.0,14.87,0.0,0.0,0.05,0.0,0.0,0.0,0.28,0.09,0.01,
,Lemon Fire,"Hybrid, Flower, Inhalable",2017-06-16,,598,,,,,,0.0,0.005,0.002,0.0,0.0,0.0,0.0,0.117,0.0,0.005,0.078,0.085,0.023,0.0,0.258,0.451,,0.046,0.23,0.0,0.0,,0.59,0.0,20.96,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.05,0.0,
,Lucky Charms,"Hybrid, Flower, Inhalable",2017-06-16,,598,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.009,0.058,0.188,0.032,0.0,0.566,0.261,,0.06,0.321,0.0,0.0,,0.52,0.0,21.65,0.0,0.0,0.05,0.0,0.0,0.0,0.89,0.11,0.0,
,OGiesel,"Hybrid, Flower, Inhalable",2017-06-16,,598,,,,,,0.0,0.006,0.004,0.0,0.0,0.058,0.0,0.06,0.0,0.008,0.0,0.112,0.025,0.0,0.301,0.25,,0.05,0.264,0.0,0.0,,0.53,0.0,19.88,0.0,0.0,0.05,0.0,0.0,0.0,0.14,0.06,0.0,
,Big E,"Hybrid, Flower, Inhalable",2017-06-16,,598,,,,,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.219,0.021,0.005,0.0,0.084,0.03,0.0,0.297,1.436,,0.068,0.316,0.0,0.0,,1.59,0.0,25.02,0.0,0.0,0.06,0.0,0.0,0.0,1.78,0.13,0.02,
,J-47,"Sativa, Flower, Inhalable",2017-06-16,,598,,,,,,0.03,0.003,0.003,0.0,0.0,0.062,0.0,0.027,0.086,0.799,0.0,0.121,0.104,0.021,0.366,0.326,,0.122,0.204,0.012,0.0,,1.52,0.0,24.12,0.0,0.0,0.05,0.0,0.0,0.0,0.48,0.08,0.02,
,Milk and Cookies,"Hybrid, Flower, Inhalable",2017-06-16,,598,,,,,,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.002,0.017,0.122,0.016,0.0,0.466,0.138,,0.029,0.123,0.0,0.0,,0.54,0.0,16.95,0.0,0.0,0.04,0.0,0.0,0.0,0.14,0.04,0.0,
,Pink Skywalker Small Bud Deal,"Hybrid, Flower, Inhalable",2017-06-16,,598,,,,,,0.0,0.0,0.003,0.0,0.0,0.034,0.0,0.024,0.081,0.0,0.0,0.053,0.008,0.0,0.155,0.339,,0.005,0.005,0.0,0.0,,0.51,0.0,16.01,0.0,0.0,0.05,0.0,0.0,0.0,0.89,0.13,0.0,
,Blackberry Cream,"Indica, Flower, Inhalable",2017-06-16,,598,,,,,,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.042,0.025,0.003,0.0,0.04,0.284,0.0,0.149,0.34,,0.088,0.121,0.0,0.0,,0.91,0.0,12.25,0.0,0.0,0.04,0.0,0.0,0.0,0.3,0.02,0.0,
,Luxe Blue Dream,"Concentrate, Inhalable",2017-06-16,,598,,,,,,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.329,0.0,0.0,0.0,0.225,0.995,0.0,0.657,1.222,,0.459,0.257,0.0,0.0,,2.72,0.0,77.28,0.0,0.0,0.2,0.0,0.0,0.08,0.61,0.23,0.0,
,Luxe Dark Side of the Moon,"Concentrate, Inhalable",2017-06-16,,598,,,,,,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.326,0.0,0.047,0.0,0.343,0.112,0.0,1.378,0.164,,0.177,1.28,0.0,0.0,,3.27,0.0,73.94,0.0,0.0,0.2,0.0,0.0,0.0,1.55,0.25,0.04,
,Luxe Gorilla glue,"Concentrate, Inhalable",2017-06-16,,598,,,,,,0.0,0.019,0.018,0.0,0.022,0.0,0.0,0.383,0.0,0.0,0.0,0.955,0.067,0.0,3.567,0.037,,0.103,0.613,0.0,0.0,,5.06,0.0,68.61,0.0,0.0,0.22,0.0,0.0,0.0,1.79,0.25,0.04,
,CBUT0609,"Concentrate, Inhalable",2017-06-19,,147,,,,,,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.068,0.127,0.017,0.015,0.156,0.178,0.0,0.527,0.416,,0.221,1.066,0.0,0.0,,6.42,0.0,77.83,0.0,0.0,0.22,0.0,0.0,0.0,1.33,0.0,0.19,
,"Diamond Dab Blackberry Kush ""Nug Run""","Crumble, Concentrate, Inhalable",2017-06-19,,551,,,,,,0.0,0.0,0.015,0.0,0.0,0.114,0.0,0.104,0.0,0.034,0.0,0.065,0.028,0.0,0.261,0.137,,0.059,0.156,0.0,0.0,,1.75,0.0,79.49,0.0,0.0,0.16,0.0,0.0,0.0,1.34,0.17,0.0,
,Super Lemon Haze,"Flower, Inhalable",2017-06-19,,226,,,,,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.532,1.001,0.0,0.105,0.066,0.026,0.379,0.389,,0.107,0.204,0.014,0.0,,0.76,0.0,18.21,0.0,0.0,0.05,0.0,0.0,0.0,0.77,0.1,0.02,
,Lambs Breath Premium Sugar,"Concentrate, Inhalable",2017-06-20,,242,,,,,,0.0,0.007,0.03,0.0,0.014,0.0,0.0,0.116,0.0,0.007,0.472,0.678,0.042,0.0,2.218,0.431,,0.083,0.506,0.0,0.0,,5.41,0.12,72.73,0.0,0.0,0.18,0.0,0.0,0.0,1.04,0.27,0.07,
,Triangle Kush,"Indica, Flower, Inhalable",2017-06-20,,351,,,,,,0.0,0.022,0.005,0.0,0.006,0.0,0.0,0.144,0.0,0.023,0.0,0.095,0.075,0.0,0.327,0.855,,0.15,0.929,0.0,0.0,,0.67,0.0,23.28,0.0,0.0,0.07,0.0,0.0,0.02,0.65,0.09,0.0,
,Canndescent - Calm 104,"Flower, Inhalable",2017-06-20,,465,,,,,,0.0,0.0,0.004,0.0,0.0,0.044,0.0,0.077,0.024,0.0,0.0,0.046,0.018,0.0,0.176,0.751,,0.039,0.138,0.0,0.0,,1.68,0.0,18.93,0.0,0.0,0.06,0.0,0.0,0.03,0.24,0.09,0.01,
,Canndescent - Charge 504,"Flower, Inhalable",2017-06-20,,465,,,,,,0.032,0.006,0.0,0.0,0.0,0.0,0.0,0.029,0.09,0.636,0.0,0.028,0.081,0.019,0.092,0.175,,0.133,0.202,0.014,0.0,,1.29,0.0,22.15,0.0,0.0,0.06,0.0,0.0,0.02,1.77,0.17,0.01,
,Urbol's Skywalker,"Flower, Inhalable",2017-06-21,,473,,,,,,0.0,0.017,0.004,0.0,0.01,0.0,0.0,0.144,0.0,0.005,0.061,0.137,0.058,0.0,0.454,0.864,,0.113,0.545,0.0,0.0,,0.85,0.0,22.44,0.0,0.0,0.05,0.0,0.0,0.0,0.56,0.13,0.0,
,Urbol's MNM Glookies,"Flower, Inhalable",2017-06-21,,473,,,,,,0.0,0.004,0.004,0.0,0.001,0.0,0.0,0.04,0.0,0.0,0.041,0.129,0.016,0.0,0.465,0.618,,0.035,0.108,0.0,0.0,,0.51,0.0,19.06,0.0,0.0,0.04,0.0,0.0,0.0,0.43,0.06,0.0,
,Urbol's Jedi,"Flower, Inhalable",2017-06-21,,473,,,,,,0.0,0.01,0.003,0.0,0.0,0.0,0.0,0.054,0.0,0.005,0.009,0.034,0.241,0.0,0.088,1.242,,0.145,0.204,0.0,0.0,,0.92,0.0,18.97,0.0,0.0,0.04,0.0,0.0,0.0,0.18,0.04,0.0,
,Urbol's OG Cookie,"Flower, Inhalable",2017-06-21,,473,,,,,,0.0,0.01,0.004,0.0,0.002,0.0,0.0,0.14,0.0,0.011,0.049,0.237,0.039,0.0,0.628,0.593,,0.073,0.409,0.0,0.0,,0.6,0.0,21.03,0.0,0.0,0.05,0.0,0.0,0.0,0.64,0.12,0.0,
,Urbol's Blueberry Mazar,"Flower, Inhalable",2017-06-21,,473,,,,,,0.0,0.003,0.004,0.0,0.0,0.08,0.0,0.11,0.069,0.0,0.091,0.05,0.014,0.0,0.129,0.862,,0.032,0.115,0.0,0.0,,0.49,0.0,21.42,0.0,0.0,0.05,0.0,0.0,0.0,0.24,0.08,0.0,
,Golden Goat,"Flower, Inhalable",2017-06-21,,356,,,,,,0.009,0.004,0.0,0.002,0.001,0.085,0.0,0.006,0.023,0.131,0.034,0.084,0.1,0.004,0.235,0.065,,0.042,0.054,0.003,0.0,,0.12,0.0,8.83,0.0,0.0,0.02,0.0,0.0,0.0,0.2,0.0,0.0,
,Silver Calyx,"Flower, Inhalable",2017-06-21,,356,,,,,,0.0,0.01,0.01,0.0,0.003,0.006,0.0,0.111,0.0,0.004,0.088,0.126,0.04,0.0,0.327,0.01,,0.066,0.256,0.0,0.0,,0.38,0.0,21.12,0.0,0.0,0.05,0.0,0.0,0.0,1.33,0.05,0.0,
,Green Ribbon,"Flower, Inhalable",2017-06-21,,356,,,,,,0.0,0.004,0.007,0.0,0.0,0.125,0.0,0.045,0.0,0.0,0.073,0.041,0.018,0.0,0.139,0.446,,0.038,0.131,0.0,0.0,,0.3,0.0,17.83,0.0,0.0,0.04,0.0,0.0,0.0,0.36,0.11,0.0,
,CKF-Sour OG Kola,"Flower, Inhalable",2017-06-21,,64,,,,,,0.0,0.011,0.009,0.0,0.008,0.0,0.0,0.162,0.0,0.003,0.081,0.111,0.044,0.0,0.395,0.519,,0.085,0.467,0.0,0.0,,1.19,0.0,15.28,0.0,0.0,0.04,0.0,0.0,0.0,0.27,0.02,0.0,
,CKF- Pineapple Kola,"Flower, Inhalable",2017-06-21,,64,,,,,,0.0,0.008,0.004,0.0,0.003,0.0,0.0,0.075,0.0,0.003,0.0,0.061,0.03,0.0,0.215,0.558,,0.057,0.298,0.0,0.0,,0.49,0.0,17.65,0.0,0.0,0.04,0.0,0.0,0.0,0.33,0.08,0.0,
,Nat. Great White Shark 621,"Concentrate, Inhalable",2017-06-21,,536,,,,,,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.039,0.0,0.008,0.268,0.206,0.185,0.0,0.46,0.417,,0.061,0.132,0.0,0.0,,27.9,0.0,3.49,0.19,0.38,0.0,0.0,0.0,0.0,0.31,0.96,0.9,
,LT621104,"Concentrate, Inhalable",2017-06-22,,391,,,,,,0.009,0.011,0.154,0.01,0.0,0.111,0.0,0.093,0.028,0.233,0.151,0.314,0.096,0.007,0.847,0.147,,0.134,0.182,0.011,0.0,,3.22,0.0,67.55,0.0,0.07,0.16,0.0,0.0,0.0,2.14,0.21,0.0,
,LT621105,"Concentrate, Inhalable",2017-06-22,,391,,,,,,0.0,0.029,0.048,0.0,0.0,0.0,0.0,0.413,0.0,0.028,0.102,0.233,0.229,0.0,0.731,0.33,,0.226,0.418,0.0,0.0,,8.5,0.0,68.34,0.0,0.07,0.15,0.0,0.0,0.0,0.71,0.27,0.0,
,LBUL0622,"Concentrate, Inhalable",2017-06-22,,147,,,,,,0.007,0.01,0.02,0.0,0.0,0.0,0.0,0.229,0.069,0.249,0.035,0.213,0.103,0.007,0.596,1.829,,0.116,0.511,0.0,0.0,,2.46,0.0,81.19,0.0,0.0,0.21,0.0,0.0,0.0,2.27,0.33,0.0,
,CBUT0620,"Concentrate, Inhalable",2017-06-22,,147,,,,,,0.0,0.028,0.028,0.0,0.0,0.0,0.0,0.059,0.06,0.03,0.013,0.104,0.216,0.0,0.354,0.348,,0.215,0.689,0.0,0.0,,6.44,0.0,81.9,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.55,0.0,
,MSUT0620,"Concentrate, Inhalable",2017-06-22,,147,,,,,,0.0,0.009,0.092,0.0,0.0,0.139,0.0,0.12,0.079,0.112,0.13,0.301,0.155,0.0,0.82,0.755,,0.1,0.289,0.0,0.0,,2.88,0.0,79.35,0.0,0.0,0.14,0.0,0.0,0.0,2.03,0.2,0.0,
,BSUT0620,"Concentrate, Inhalable",2017-06-22,,147,,,,,,0.0,0.015,0.076,0.0,0.0,0.0,0.0,0.142,0.201,0.035,0.123,0.118,0.212,0.0,0.378,0.91,,0.194,0.833,0.0,0.0,,4.26,0.0,80.27,0.0,0.0,0.1,0.0,0.0,0.0,0.55,0.0,0.0,
,Strawberry Lemonade,"Flower, Inhalable",2017-06-23,,429,,,,,,0.0,0.002,0.004,0.0,0.0,0.034,0.0,0.054,0.05,0.0,0.052,0.038,0.011,0.0,0.142,1.097,,0.029,0.078,0.0,0.0,,0.84,0.0,23.06,0.0,0.0,0.08,0.0,0.0,0.0,0.24,0.12,0.0,
,Platinum,"Flower, Inhalable",2017-06-23,,429,,,,,,0.0,0.008,0.019,0.0,0.005,0.025,0.0,0.134,0.0,0.0,0.067,0.07,0.03,0.0,0.253,0.894,,0.057,0.265,0.0,0.0,,0.46,0.0,27.2,0.0,0.0,0.08,0.0,0.0,0.0,0.24,0.22,0.0,
,Blue Dream,"Flower, Inhalable",2017-06-23,,429,,,,,,0.0,0.008,0.012,0.003,0.0,0.0,0.0,0.056,0.0,0.003,0.047,0.067,0.484,0.0,0.194,0.597,,0.211,0.063,0.0,0.0,,0.57,0.0,20.65,0.0,0.0,0.08,0.0,0.0,0.0,0.16,0.05,0.0,
,Double Dream,"Flower, Inhalable",2017-06-23,,429,,,,,,0.0,0.009,0.01,0.002,0.0,0.0,0.0,0.064,0.0,0.003,0.041,0.068,0.545,0.0,0.198,0.736,,0.236,0.078,0.0,0.0,,0.72,0.0,23.89,0.0,0.0,0.09,0.0,0.0,0.0,0.18,0.06,0.0,
,Star Trek,"Flower, Inhalable",2017-06-23,,429,,,,,,0.0,0.015,0.009,0.0,0.008,0.0,0.0,0.0,0.0,0.006,0.045,0.088,0.056,0.0,0.287,0.211,,0.085,0.519,0.0,0.0,,2.43,0.0,20.46,0.0,0.0,0.06,0.0,0.0,0.0,0.29,0.15,0.02,
,#4,"Flower, Inhalable",2017-06-23,,429,,,,,,0.016,0.001,0.013,0.002,0.0,0.059,0.0,0.012,0.09,0.315,0.047,0.052,0.044,0.011,0.18,0.173,,0.044,0.068,0.008,0.003,,1.77,0.0,17.82,0.0,0.0,0.06,0.0,0.0,0.0,1.14,0.11,0.03,
,24K Boss,"Concentrate, Inhalable",2017-06-23,,429,,,,,,0.0,0.021,0.048,0.0,0.006,0.019,0.0,0.098,0.0,0.0,0.087,0.254,0.158,0.0,0.85,0.642,,0.186,0.923,0.0,0.0,,10.0,0.0,66.79,0.19,0.09,0.15,0.0,0.0,0.0,1.3,0.41,0.15,
,Wookie Cookie,"Concentrate, Inhalable",2017-06-23,,429,,,,,,0.0,0.018,0.118,0.0,0.011,0.031,0.0,0.275,0.0,0.0,0.325,0.483,0.093,0.0,1.323,0.875,,0.15,0.673,0.0,0.0,,7.79,0.0,64.77,0.0,0.08,0.16,0.0,0.0,0.0,1.05,0.3,0.0,
,Gorilla Glue,"Concentrate, Inhalable",2017-06-23,,429,,,,,,0.0,0.022,0.057,0.0,0.016,0.0,0.0,0.139,0.0,0.017,0.243,0.436,0.144,0.0,1.419,0.446,,0.177,0.569,0.0,0.0,,8.71,0.0,67.59,0.0,0.0,0.16,0.0,0.0,0.0,0.62,0.25,0.0,
,G-JAH-3JH1-P5-E,"Concentrate, Inhalable",2017-06-23,,553,,,,,,0.0,0.0,0.078,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.207,0.127,0.032,0.0,0.358,0.119,,0.017,0.024,0.0,0.0,,0.82,0.0,0.41,0.0,0.0,55.39,8.66,0.0,0.0,0.37,0.22,1.84,
,Lemon Drop,"Concentrate, Inhalable",2017-06-24,,224,,,,,,0.0,0.0,0.097,0.0,0.016,0.227,0.0,0.086,0.0,0.0,0.272,0.11,0.0,0.0,0.273,0.0,,0.0,0.0,0.0,0.0,,4.41,0.0,74.11,0.0,0.0,0.27,0.0,0.0,0.0,4.3,0.52,0.1,
,Blue Dream,"Concentrate, Inhalable",2017-06-24,,224,,,,,,0.0,0.0,0.078,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.175,0.037,0.0,0.0,0.055,0.0,,0.0,0.0,0.0,0.0,,3.27,0.0,82.8,0.0,0.0,0.25,0.0,0.0,0.0,1.03,0.29,0.1,
,WBCT0620,"Concentrate, Inhalable",2017-06-26,,147,,,,,,0.0,0.025,0.031,0.0,0.0,0.119,0.0,0.268,0.047,0.033,0.056,0.097,0.102,0.0,0.349,0.152,,0.115,0.415,0.0,0.0,,4.37,0.0,78.17,0.0,0.0,0.18,0.0,0.0,0.0,1.53,0.58,0.25,
,Diamond Diesel,"Hybrid, Flower, Inhalable",2017-06-26,,598,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.038,0.0,0.0,0.119,0.062,0.0,0.331,0.139,,0.077,0.427,0.0,0.0,,1.24,0.0,24.44,0.0,0.0,0.02,0.0,0.0,0.0,0.85,0.12,0.0,
,Mendo Purps,"Hybrid, Flower, Inhalable",2017-06-26,,598,,,,,,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.059,0.0,0.0,0.0,0.058,0.026,0.0,0.227,0.418,,0.053,0.227,0.0,0.0,,0.89,0.0,19.14,0.0,0.0,0.01,0.0,0.0,0.0,0.14,0.08,0.0,
,OG Glue,"Hybrid, Flower, Inhalable",2017-06-26,,598,,,,,,0.0,0.007,0.0,0.0,0.005,0.0,0.0,0.034,0.0,0.0,0.0,0.131,0.029,0.0,0.458,0.178,,0.056,0.252,0.0,0.0,,1.86,0.0,18.31,0.0,0.0,0.01,0.0,0.0,0.02,0.27,0.05,0.01,
,PSCR-906,"Concentrate, Inhalable",2017-06-27,,64,,,,,,0.0,0.032,0.089,0.0,0.028,0.0,0.0,0.631,0.0,0.011,0.362,0.393,0.122,0.0,1.381,0.419,,0.244,1.01,0.0,0.0,,3.9,0.0,67.82,0.0,0.0,0.15,0.0,0.0,0.0,0.72,0.07,0.0,
,Thin Mint Cookies,"Flower, Inhalable",2017-06-27,,211,,,,,,0.0,0.008,0.014,0.0,0.001,0.0,0.0,0.16,0.001,0.002,0.045,0.279,0.03,0.0,0.771,0.238,,0.057,0.355,0.0,0.0,,1.41,0.0,24.12,0.0,0.0,0.06,0.0,0.0,0.0,1.45,0.1,0.0,
,Godfather OG,"Flower, Inhalable",2017-06-27,,211,,,,,,0.0,0.0,0.003,0.006,0.0,0.026,0.0,0.005,0.013,0.0,0.024,0.024,0.002,0.0,0.059,0.5,,0.007,0.005,0.001,0.0,,2.25,0.0,13.02,0.0,0.02,0.05,0.0,0.0,0.0,0.17,0.02,0.04,
,The Truth,"Concentrate, Inhalable",2017-06-27,,211,,,,,,0.0,0.007,0.074,0.009,0.0,0.14,0.0,0.104,0.0,0.0,0.24,0.182,0.133,0.0,0.617,0.115,,0.088,0.049,0.0,0.0,,3.68,0.0,53.78,0.0,0.07,0.28,0.0,0.0,0.0,1.13,0.13,0.1,
